,logret_bse_close,log_return_nifty50_close,log_return_sp500_close,log_return_gold_close,log_return_brent_close,log_return_usd_inr_close,logret_crude_price,log_return_DGS10,log_return_DHHNGSP
logret_bse_close,1.0,0.6605234079856764,0.2349908639009847,-0.012716149015427784,0.10140810704443709,-0.19944879963358508,0.047445824940421155,0.06448328496889846,0.028914214623498052
log_return_nifty50_close,0.6605234079856764,1.0,0.31020950200624675,0.02382084884713837,0.20493919209708114,-0.49516254350412364,0.09661143109316342,0.06711532501331571,0.011656412405574723
log_return_sp500_close,0.2349908639009847,0.31020950200624675,1.0,0.012722489503150835,0.3281509394050376,-0.16118040126677033,0.07409641667188527,0.285833978719222,0.026898793779791503
log_return_gold_close,-0.012716149015427784,0.02382084884713837,0.012722489503150835,1.0,0.11342974057671844,0.00570327364197798,0.017300847131166516,-0.18147713173653926,0.015521512424499785
log_return_brent_close,0.10140810704443709,0.20493919209708114,0.3281509394050376,0.11342974057671844,1.0,-0.16413536788391167,0.14401900762085892,0.20132667437545917,0.021614415553864137
log_return_usd_inr_close,-0.19944879963358508,-0.49516254350412364,-0.16118040126677033,0.00570327364197798,-0.16413536788391167,1.0,-0.08259621803931676,0.012906984636200707,0.025334313810437353
logret_crude_price,0.047445824940421155,0.09661143109316342,0.07409641667188527,0.017300847131166516,0.14401900762085892,-0.08259621803931676,1.0,0.07944671510813661,0.020182136433934295
log_return_DGS10,0.06448328496889846,0.06711532501331571,0.285833978719222,-0.18147713173653926,0.20132667437545917,0.012906984636200707,0.07944671510813661,1.0,-0.019599858194718513
log_return_DHHNGSP,0.028914214623498052,0.011656412405574723,0.026898793779791503,0.015521512424499785,0.021614415553864137,0.025334313810437353,0.020182136433934295,-0.019599858194718513,1.0
